text,three,five,seven
 நேகா சோ பீட்டிபுல் கேட் அலகி ஐஸ் லோவ் சிஸ்டர்,0,0,0
 நல்ல பன்றிக அன்ன ஐஸ் லிக் திஸ் வீடியோ அன்ன 👍,0,0,0
 நகுலான் டா நே இவானோ அதுதான் நானும் நே மருஷன் நா நானும் மருஷன் தான் உணாகு வேற மதிரி தெருஞ்ச பொய் ஒரு நல்ல டாக்டர் ஆக் பாறு,0,0,0
 சூப்பர் அக்கா 🙏🙏,0,0,0
 சூப்பர் போரோ ,0,0,0
 அம் ஆய் அசெச்சுவல்,0,0,0
 நே ஒரு ஆழு  தம்மி,0,0,0
 வேக்கம் மானம் சூடு சோரனை எதாவது இருக்காட இப்படி விவேர்ஸ் இமாதி பொலக்குறதுக்கு பொய் இதெல்லாம் ஹிந்தி சான்னெல்லியே பெல் ஆய் போண டிரிக்,0,0,0
 பாலா குமார் இவான் இல்ல இவள்,0,0,0
 ஐஸ் லோவ் யூ அக்கா😍😍😍,0,0,0
 அம்பலைய இருக அசை படுரலா இல்ல அம்புலைய நடிகிறாள,0,0,0
 அன்ன எந்த மரிலா வேணா,0,0,0
 உண்ணலம் திருத்த கேட்க செதுபோபோ,0,0,0
 ஹவா ஹவா ஹவா,0,0,0
 அம்ஜாத்தான் கான் ஹேய் ஐஸ் டிரான்ஸ்மின் கேட் சூம் கினோலெட்ஸ்,0,0,0
 இது முற்றிலும் கேவலமானது இயற்கைக்கு எடிரநாடு இது நாட்டுக்கும் எண் உலகத்துக்குமே கேடு,0,0,0
 நெண்களே இபி பனாஆப்ரம் ஆபி,0,0,0
 அக்கா ஸ்பர் அக்கா லோவ் யூ 😍,0,0,0
 உங்க புராபில் பிக்டர் டாசிர்ட் லா இருக்கு தைப் பன்றது டாங்கிளிஷ் நீங்க கலாசரத்துக்கு மதிப்பு குடுக்ரீங்க போல நீங்க குல்தூர் ஆக் காபதுர ஆல் நா பொய் காபதுங்க அடுத்தவங்கள இது செய் இபி செய் நூ சொல்றதுகு நீங்களும் நானும் யாறு கடவுள்ள,0,0,0
 உண் பூல் சப்பனும்,0,0,0
 ஸ்ரீனி வாசன் தாங்க் யூ போரோ,0,0,0
 நூர் ஜஹான் அந்த நிலமை மாற நம்மா எண்ணா ஸ்டீப் எடுத்தும் ஒன்னும் இல்ல  அதான் தப்பு  அவங்க நேளமை மாற நம்மா எதாவது செய்யனும் தான,0,0,0
 போரோ மாதா சானல் பிராங்க் வேதா உங்க பிராங்க் லாம் நல்ல இருகுகு அது லா தி பெஸ்ட் நா இந்த பிராங்க் தா ❤️,0,0,0
 அம்மா சாலுட்டா டோ யூ 🙏🙏🙏🙏🙏,0,0,0
 அக்கா நிகா கடவுள்,0,0,0
 பலனி லா இவங்க ரோம்பா அடிக்கம்,0,0,0
 சூப்பர் போரோ 👌,0,0,0
 லோவ் யூ மம்❤️❤️அழக பேசுரிங்கஅழக இருகிங்க😘😘,0,0,0
 சக்திவேல் லீலாவதி சிவகாசி லா எந்த இடம் போரோ,0,0,0
 ரோம்பா அழகன தேவதை மதிரி இருகிங்க நீங்க,0,0,0
 சரத் லோக் சேமா 👍😄🤣🤣🤣,0,0,0
 போடி லூசு  எட்ஸ் ஆல் அகைஞ்ஸ் நத்தூர் ,0,0,0
 உங்க பயக்க வழக்கங்கள் புடிச்சிருக்கு,0,0,0
 ஐஸ் லிக் டோ ஹவ் பார்ட்டர் லிக் லேட்டிப்,0,0,0
 டே மேர்ஐஸ் அம் ஆய் எதரோசெக்சுவல்அண்ட் நை என்ன மும்பை லா தா லிப்ட் பெப்ளி இருகங்க நூ நினைக்கியலூசு பயலே,0,0,0
 நேகழும் பார்ட் 2 ஆக்,0,0,0
 எடுகுறது பிட்ச இதுல திமுரு வேற இவங்குழுகு,0,0,0
 கோரிக்ஸ் ஐஸ் அக்ரி சேமா அறுவருப்பு,0,0,0
 நே மது ரத்னா உணக்கு தெரியும்லா,0,0,0
 920 வேற லேவில் யா❤️❤️❤️லோவ் எட் அந்த மனசு தான் 💚💚💚💚💚💚,0,0,0
 எனகு இப்படி ஒரு லூவர் இல்ல,0,0,0
 கான் களங்கிடிசு 🥺🥺,0,0,0
 தூ உசு தான நை,0,0,0
 வேற லேவில் நா🔥💪,0,0,0
 விவர்ஸ் ஆக் இமதுற சிங்கிள் டீ மசி எங்க அவரென்ஸ் பிராங்க் பென்ற தமிழ் மே பசங்க எங்க😍😍😍 சூப்பர்ப்ரோ,0,0,0
 ரெஸ்பெக்ஸ் யூ சிஸ்,0,0,0
 இத பிராங்க் நூ சொல்ரதவிட டிரான்சிந்தர் கானா அவர்ணஸ் வீடியோ நூ டிட்லி வெசுறுகள போரோ இது ரோம்பா சென்சிட்டிவே வீடியோ ஆட் லெஸ்ட் அந்த அக்கா எண்ணா நெனச்சுறுபங்க பிராங்க் நூ சோன்னா,0,0,0
 பாவம் செஸ்டர் நீங்க ரம்பா அலகு பிரோம் ஸ்ரீ இலங்கை 💝,0,0,0
 சேமா போரோ ஐஸ் லோவ் எட்,0,0,0
 இவங்க லா இப்புடி பன்றது நாள திருநங்கை கலா யாரும் மதிகவே மாடிகரங்க,0,0,0
 மாம் நிட் சபீதா காநாகா நிட் சப்பிடாச,0,0,0
 கதயல்ல நிஜாம் போடா தேவிடிய,0,0,0
 ஆஷிக் யூ லூக்ஸ் லிக் ஆய் நீயா நான கோபி சீர் வேரி ஹப்பி டோ சே யூ 😊😊😊,0,0,0
 வேட்டிங் போரோ ❤️❤️❤️❤️,0,0,0
 எனக்கே இவுங்கள பது போரமைய இருக்கு சேமா அழக இருக்கங்க 😘😘😘😘😘,0,0,0
 வரவேற்க தகது மதவங்க இயற்கையான உணர்சிகும் உரிமைக்கும் சுதந்திரம் கொடுகனும் அவங்களுக்கு மாதி கல்யாணம் பானி வேசா ஆண் பெண்ரெண்டு பெறுமே இளர வாழ்க்கைல சந்தோஷமா இருக கேட்க ஆண இதனால ஒரு சிலருகு பிரச்சினையும் வரும் வாய்பு இருகு,0,0,0
 ஹோமோ செக்ஸ் ஆக் பதி நீங்க இந்த மாறி பேசும் போது உங்களுக்கு தெரிஞ்ச எரவது ஒரு சின்னா பையான நோ இல்ல போனோ ஹோமோ செக்ஸ் நா எண்ணா நூ கேதா நே சொல்லுவிய லெஸ்பியன் கே செக்ஸ் பதி பொன்னு மேலா இன்னொரு பொன்னுகு இருகுற அட்ராக்சியன் நூ  அபுராம் நீங்க வந்து பெண்கள் சுகந்தர தா குடுகுறங்க அடகுரங்க நூ சொல்லுறங்க வேற ஏறும் இவனும் நம்மா ஊரு பொன்ன ஆக் தபா நெனைக்க குடாதுடா தபா பேசா குடாது நூ தான் அபிடி சொல்லுறங்க 100 பேர் 10 பேர் கீதாவன் இருக தா செய்வான் இத இவளோ வெள்ளி படிய பேசா வேண்டிய விசயம் கிடையது குழந்தைங்க எல்லம் வீடியோ பகுரங்க சமூக அக்கரை எல்லம் இல்லய,0,0,0
 ஐஸ் சூப்பர்ட் யூ சிஸ்,0,0,0
 போரோ வேற 11 பன்னினின்,0,0,0
 ஹீ ப்ராட்ஸ் ஊட்டி போகலாம கேஸ் எல்லறு,0,0,0
 👏😥🙏🙏🙏🙏🤝சொல்வதற்கே வார்த்தி இல்லை,0,0,0
 இந்த கிர்ல் கூ வேக்கம இல்லைய பூபில் ஆக் இபிடி கதைக்க செக்ஸ் நேகா வைக்குரடல என வருது எபிடி செக்ஸ் பனர 2 செக்சியம் சேம் ஆக் இருக்குறப்போ இத்தலம் சரி இல்ல நேகா குடும்ப குது வில்லக மரா டிரி பணுக அதன் உங்களுக்கு நல்லம் உங்க குடும்பத்துக்கும் நல்லம்,0,0,0
 ஓர் தொல்லய இருகு பா திரான்ன்,0,0,0
 அந்த அம்மா மனசு தான் சீர் கடவுள் 🖤✨,0,0,0
 சூப்பர் யாவா போளோபர்ஸ் எளதுக்கும் வீடிலா பொடுங்க,0,0,0
 ஜோர்ஜ் ஷங்கர் அமங்க எனக்கு ஏறும் கேனு சொல்லிட்டு சுமா டீம் பாஸ் கூ மாஸ் பென்னா வரவங்கள கண்டா எனக்கு சுதாமா குடிக்கது அந்த மாறி வரவங்கள நா எண்ணா திட்டுவணி தெரியது இந்த மாறி எத்தன பேறு கேளம்பி இருகணுங்கனு தெரியாள பொரிக்கி பசங்க 😡😠😡,0,0,0
 அவங்களுக்கு புடிச்சி இருக்கு அவங்க அந்த ரிலாடியன்ஷிப் லா இருகங்க ஐஸ்மே விஷ் தே ஜூட்ஜமெண்ட் ஹப்பி ஆக் இருங்க லிப்ட்,0,0,0
 👌 நல விஷயம் போரோ,0,0,0
 ஓஹ் இது பொன்ன பக்க பயன் மாறி இருகு,0,0,0
 ரோம்பா லோகிகல் ஆய் பேசுரிங்கள்  ஐஸ் ரெஸ்பெக்ஸ் யூ,0,0,0
 லோவ் யூ அக்கா,0,0,0
 ஸ்ட்ரெய்ட் நா எண்ணா போரோ கொஞ்சம் சொல்லுங்களன்,0,0,0
 ஆகன்னான் உங்கள பாதாளே எனகு பயாமா இருகும் அக்கா,0,0,0
 சூப்பர் போரோ,0,0,0
 அன்ன பார்ட் 2ஐஸ் அம் வேட்டிங்,0,0,0
 கிருப்பக்கர் டா டே கோமா போட்டா பூண்ட கோதி மீறு கோதா எசா போரிக்கி தேவிடிய சுன்னே ஒம்பு டா பொறம்போகு தாய்வழி,0,0,0
 என்ன சொல்லுதுங்க நே பூரிலா,0,0,0
 அன்ன நா ரசீபுராம் அன்ன நனும் உங்க குடா பிராங்க் பா நா லாமா அன்ன,0,0,0
 அம்பலைகள் பெண்ணா மரினாதிருநாகைனு சொல்லனும்எதுகள எண்ணணு சொல்லறது திருநங்கைகள் பவம் எண்ணு அவங்க சுகந்திராட்டுக்கு காகா போராடம் செய்ரகால்எண்ணும் கடச படுல்லா😕 எதுல எது வேற்ற,0,0,0
 சோ கேட் மா,0,0,0
 நல்ல குள்ளு அக்கா,0,0,0
 லோ ஜென் ஸ்ஸ் பா ஐஸ் கிரிட் டோ ரீட் தா காமண்ட்ஸ் அவங்கள ரோம்பா தமாஜ் பன்றங்க  பட் அவங்க கேகுற குஸ்டியன்ஸ் கூ அன்ஸ் பென்னா மாடிரங்க அவங்கள தப்பத பாகுரங்க,0,0,0
 இவான் ஓர் இவள் பாய் இல்ல கிர்லா 😂 இவள் இவான் 9 நா 😂 ஐஸ்மே கான்புஷட் 😕,0,0,0
 தே கிரட் உங்களை வனகுகிறேன்,0,0,0
 சேமாய இருகு போரோ வீடியோ,0,0,0
 அந்த அம்மகா நா சூப்ரீபியா பண்ணுநின் லிக் பாண்ணே எல்லறும் இபி இருந்த இவங்களையும் நம்பள மதிரி ரெஸ்பெக்ஸ் ஆக் நடதுவங்க,0,0,0
 ரிப்ராட்டியன் இல்லன மவனே நீயே இல்லட,0,0,0
 கண்டவனுக்கு போறந்த கலவாணி புள்ளைய,0,0,0
 செம்மைய சொன்னிங்க போரோ,0,0,0
 உண்மையவே சிறிப்பு வரால அந்த அக்கா பேசுராத பது புள்ளறுசுறுசு 🙏,0,0,0
 ஷங்கர் ஷான் மீற அண்டி ரிப்ளேஸ் சிம்ரான் ஹே ஹே ஹே,0,0,0
 330 டீ நியும் அபிடி தான 🤣😂😂😂🤣🤣,0,0,0
 கட்டுபாடு பிராக்ரதுள்ள எண்ணா தப்பு இருகு உங்கிள் ஒரு கட்டுப்பாடுகுள்ள ஒழுகாம வளர்காதது தா இப நீங்க பேசுரதுகு காரண்மா   ஓரினசர்க்கை ஏற்கானவே இருந்தது தா இல்லானு சொல்லலாது செயகோடாத ஒன்று என்பதினால தா அது வெண்டம்ணு சொல்லவேண்டி இருகு   நெங்கா சொல்ராமதிரி பார்த்த யாறு யாருகு விதி விதிக்கிறது நூ கேதா எதுவுமே ஒரு ஒழுகதுள்ள இருகாது   கட்டுப்பாது பிறக்புறது எதுகு தெரியுமா ஒரு ஒழுங்கு நிலையில மனிதன் இருகனும் ந்டித்த தா   நா எதுகு மதவங்களுகு பயப்படாணும் நா எதுகு எண்ணா கட்டுப்படுத்தனும் நூ எல்லறும் கேள்வி கேட்டு வழ்ந்த இப இருகிற விதா உலகம் இன்னும் மோசாமா ஆகிவிடும்  மனிதன் தன்னுடய மனதை சரியா ஆலனும் மனசில வேற எல்ல எண்ணங்களுக்கும் எல்ல உணர்வுகளுக்கும் எடம் கொடுத்தா அவான் சரியான மனிதன் கெடையாது  மனிதன் சரியா இருகனும்   பகதாரிவு இதுகு தா மனிதில் வரும் எண்ணங்கள் சரியானத இல்லயானு நிதானித்து பாக்கதான்  கடவுள் பக்தி உள்ள பெண்ணா நீங்க இருந்திங்கனா இபாதி பேசமாடிங்க உங்க மனாசா சரியான அமைபிலா நடதி இருப்பிங்க,0,4,6
 மாம் மான் கிர்ல் கிர்ல் நா மான் கிர்ல் எதுக்கு டா  மான் மான் கிட்ட எண்ணா இருக்கும் கிர்ல் கிர்ல் கிட்ட எண்ணா மா இருக்கு சத்ய எண் மா லூசு மேரி பேசுரா,0,0,0
 எனக்கு ஒரு டாப் திரு நங்கையும் இவங்களும் ஒன்ன,0,0,0
 பாலாஜி மனோரானன் தூ,0,0,0
 இது ஒரு லூசு கூதிய இல்லி பூல்,0,0,0
 ஸ்பர் பூரோ  😍😍 ஆண இது பிராங்க் இல்ல மோடிவேஷன் மாறி தான் இருக்கு 💯 நல்ல இருந்தசி போரோ 👍👍 உங்களுக்காக அந்த அக்கா டென்சி பானது தான் ஹில்லிட் நா கிடா அது வரிக்கும் சுமா தான் பதன் அவங்க டென்சி பான உடனே அந்த டிலால் கேட்டதும் உடனே லிக் பன்னிடன் 😍💯 ஆல் தே பெஸ்ட் ❣️❣️,0,0,0
 தாயா சரண் லெஸ்பியன் கே பெரிய தப்பு அதற்கு சூப்பர்ட் பனதின்கஅவுங்க சேரா தப்ப நியப்படுதுறதுக்காக இது இயற்கைனு கதை விடுது இருகாணுகடிரான்சிந்தர் மட்டும் தான் இயற்கைஒமோசிக்குலீஸ்ட் இயற்கை கிடையது,0,0,0
 ஐஸ் அம் வேட்டிங் பார்ட்  2,0,0,0
 கடைசிய நீங்க பண்ணுணா ஹெல்ப் ஆக் எண் பப்ளிஷ் பன்றிங்க சொல்லி காமிகுறிங்கள,0,0,0
 ஆர்ஸ் முருகன் மாம் அவங்க கிட்ட கொஞ்சம் உஷரா இருங்க பாது,0,0,0
 திருநங்கைகள் பென்ற கோலை திருடு லாம் யின் சொல்லல நே நல்ல வால்ரா அதுநலா உணகும் ஒன்னும் இல்ல திருநங்கிகள் முக்கவாசி திருடு கும்பல் தான்,0,0,0
 நல்ல மனசு கடவுள் அந்த அக்கா,0,0,0
 உண்மையான பசம் எல்லாமா மனிபர்கள் அவாக அன்ன மேரி எருபக அக்கா மரியும் எருபக அவகள்ட 2டூ பசம் எருகும்,0,0,0
 அது ஹேட்ஸ் முரேசேஸ் 🤦🏽u200d♂️,0,0,0
 ஐஸ் லோவ் யூ அக்கா இந்த மனசு பொண்ணுகும் இல்ல பயானுகும் இல்ல,0,0,0
 வல்துக்கல் அக்கா ❤️,0,0,0
 வார்னிங்  வாண்டிட் ஆக் வந்து மாடதிங்க டாவ் நான் கிரீன் ஆக் பேசுவென் 😂,0,0,0
 கேட் டா இருகங்க,0,0,0
 கோரிக்ஸ் அப்டுல் போரோ,0,0,0
 நெங்களுமா பார்ட் 2,0,0,0
 இந்த விஷியதுள்ள என்ன பேட் அண்ட் கோட் இருகு நூ தெரியமா எல்லறுமே பொலம்புறிங்க    எனகு சுதாமா இத பதி தெரிலா அதனால வாய மூடினு இருகின்   இத பதி எதவது தெரிஞ்ச புரியுற மேரி சொல்லுங்க 😬😬😬😬,0,0,0
 1ஸ்ட் உண் அப்பான சேக் பண்ணுஎந்த புத்துள்ள எந்த பாம்பு இருகுணுணு சொல்ல கேட்கஉண் அப்பான் ஒரிகினல் ஆக் இருந்த அபரம் வந்து பெசு டா,0,0,0
 பிப் போலிஸ் எண்ணா பண்ணுது,0,0,0
 அண்டா அக்கா ரோம்பா நல்லவங்க அன்னஅவங்கள மேரி இந்தா உள்ளகட்டுள்ள இவளோவ நல்ல வங்கள நா பர்டுடா இல்ல அன்ன உங்க ஷோ ரோம்பா நல்ல இருகுஅன்ன காண்டினி பண்ணுகவீவீ வீசூப்பர் போரோ😘😘😘😘,0,0,0
 லிப்ஸ்டிக் அஷிக் வேற லேவில்,0,0,0
 ஏறு எந்த 👽 அலன் மண்டா,0,0,0
 எண் போரோ ஸ்ருதி ஹஸ் கேவள படுத்திரிங்க,0,0,0
 சாமி என்று சோன்னா குரலில் தான் நான் சமியை கண்டான்,0,0,0
 போலிஸ் மாமூல் வங்கும்ப,0,0,0
 நே அபிடி இருகணல உனகு எல்லம் சரியாதன் இருகும் ஆத நை நடது,0,0,0
 சிஞ்சன் சிஞ்சன் வரிய ஒழுக்கெண்,0,0,0
 சேமா சூப்பர் மலினி ஜீவராதனம்,0,0,0
 சருக் சமீர் டே நை பொய் உண் அம்மா கிடா சொழு இத செறுபாள அதிபங்க இந்த லெஸ்பியன் நை எதோ சொலித்து இருகுணுணு நை சூப்பர்ட் பான்றிய உண் அக்கா தங்கசி கிடா பொய் இத சொழு,0,0,0
 கடைசி வரை உளசு சப்பிடமடீங்க உங்கள சிலா பேர்,0,0,0
 வேற லேவில் போரோ,0,0,0
 டே டிரான்சிந்தர் பூல் இருந்து ஒபரேஷன் பணுவனுகாட 🙄🙄,0,0,0
 போரோ நல்ல பன்னிருகின்க போரோ 🎉👍,0,0,0
 போலிஸ் நடவடிக்க எடுக்க வேண்டும்,0,0,0
 அபிடி கெலுங்கா தலைவா இந்த லாவ் வா மதும் பொல்லோ பான விற்றுவங்க என மக்கல்,0,0,0
 அன்னி கிர்ல் ஒன்னின்,0,0,0
 சேமா போரோ சூப்பர் மோரல்,0,0,0
 கார்த்திக் பட்  ஆக் ப்பா,0,0,0
 மனசாக்சி பட்டி தேரு நைக்கல் பேசுது,0,0,0
 டே அவன நை😮,0,0,0
 கோட் பிளேஸ் யூ அக்கா💓💓💓💓😍😍😍💓💓💓,0,0,0
 நான் பொன்னு நூ நினசன்😢  சுமா தரிகா விட்ரோம்🤗,0,0,0
 💕💕💕💕💕💕💖💖💖😘😘😘 அக்டிங் சூப்பர் நான் எப்போதும் திருநகைகளுக்கு மதிப்பும் மரியதையும் குடுப்பெண் சிலைமெஸ் அவங்க மனசு நோகாதா மதிரி இருக்குமுநு நாம்பரன் வாழ்த்துக்கள் நண்பா,0,0,0
 2 மசம் பேபி லா இருந்து 60 80 வயசு பட்டி வரை அலையவானுகு இவங்க மேலா ஒரசுறதுபெறிய விசயம் இல்ல,0,0,0
 நம்மா பன்றது மதவனுகு கஸ்டம் குடுக்கினே எதுவேமே தப்பிலா,0,0,0
 அந்த வெல்ல டியிர்ட் போட்டா பையான் குல்துரெனு சொல்ரான் அவான் பொற்றுக்க டியிர்ட் நம்பலோடா குல்தூர் ஆ சிலா விசயத எதுகலம் சிலா விசயத எதுக முடியாதுனு சொல்ரான் அப்பா அவனுக்கு குல்துரேபதி பேசவே தகுதி இல்ல,0,0,0
 ராஜினி சூப்பர்ஸ்டர் சேஞ்சர் போர் குல்தூர்,0,0,0
 மாடம்நெங்கா கிரட் மாடம் 🙏🙏,0,0,0
 கண்ணு கலங்குது போரோ 😢,0,0,0
 நே தாண்டா நாய் அவங்கள எதுகு சொல்ற,0,0,0
 போ டே கோமாளி,0,0,0
 டே வெல்ல பண்ணி உனகு பின்னல பசங்க அலயிரங்கள தூ நை உன்ன எல்லம் நை கோடா திரும்பி பாக்கது,0,0,0
 வேற லேவில் ஆக் போரோ,0,0,0
 தாங்ஸ் பா 🙏🙏,0,0,0
 போரோ நெங்கா வேற11,0,0,0
 சூப்பர் சிஸ் நே நெனைகர்த்த பண்ணுஇங்க இவனுக்கும் உன்ன கேள்வி கேகுற எகித கேடயது,0,0,0
 எண்ணா ஊர் நேகா,0,0,0
 காவல்துறை எண்ணா புடுங்கிகொண்டு இருக்கிறத,0,0,0
 வேரி நை சிஸ்டர்,0,0,0
 டங் ஜீ பட் ஒரு நல்ல ரிலால்டியன் லா யாரும் எப்போ இறுகுறது எல்ல அதன் கஸ்டமா இருக்கு,0,0,0
 லோவ் யூ சோ மூச் பேபி 😘😘😘,0,0,0
 வேலா செய்யா அவுங்க ரீடி ஆக் இல்ல சாகோ,0,0,0
 லிப்டிக் இல்ல லிப்ஸ்டிக் சூப்பர் பா,0,0,0
 பிரியா ரஞ்சன் இல்ல பா நீங்க அபிடி தப்ப நெனைகிறிங்கனு சொல்லலரியாலிட்டி அது தானேநீங்களே பாதிருப்பிங்க மெட்மிமும் ரோம்பா பெறு அவங்கள தப்ப தா டிரட் பன்றாங்க அவங்கள தா மெண்டியன் பண்ணி சொல்லிருக்கேன் ❤🙏,0,0,0
 நி4இவர் கிரீஷன்ஸ் பவம்டா அவங்க பொன்னுங்க பசங்க இபி பிராங்க் பென்னா ஆக் போரோ இவங்க லா காஷ்டா படோதுரங்க அது உணக்கு தப்ப தெரிலாய போரோ,0,0,0
 ஐஸ் ஆர் ஆக் டீர் கோட் நிட் ஸ்வீத் டிராம் உங்களை நேரில் சந்திட்டு பூன் பண்ணி உங்க சூன்னியை எண் வயில் வேக்கு சப்பும் வரைஎனக்கு நிம்மடியான துக்கம் இல்லைடேக் அரிஉங்களை நினாச்சி மறுபடியும் கே அடிக்க போரின்ஆக்,0,0,0
 ஐஸ் ஆர் ஐஸ் போரோ அட்டுட்டன் எண் வட்சப் நோ நான் அனுப்பிய நோம்பர்கு வட்சப் ஆட் பண்ணி டிரி செத்து பருண்க டீர் பிள்ஸ்எண்ணல கேட்ட செல்லாம் எப்படி எவது உங்களுடன் பேசா வேண்டும் உங்க முகட்டை பர்க்க வேண்டும் என்று துடியை துடிக்கு கொண்டிருக்கிறேன்சோ டிரி பிள்ஸ்லோவ் யூ பேபி,0,0,0
 நல்லவங்க சபாம் நிச்சயம் கேட்டும்,0,0,0
 சில்ட் ரேப்பு ஒரு செக்சியன் கிரீட் பானா தெரிலா எது எப்பு நாட்டுக்கு ரோம்பா முக்கியாம்,0,0,0
 யோகி சூபேற சொன்னிங்க,0,0,0
 லோவ் யூ ஆல்,0,0,0
 லோவ் யூ சோ மசா,0,0,0
 வேற லேவல் 👌,0,0,0
 எரோணா தெரியாத ஒருதவங்களுக்கு உண்ணாகு எல்லாமா நா இருகனு சொல்லங்க வேற லேவில் சிஸ்டர் நிங்கா 🙏🙏,0,0,0
 ஹாண்ட்ஸ் உப் போரோ👏👏👏👏👏,0,0,0
 நான் அண்டர்ஸ்டந்த் பண்ணிக்கிட்டது என்ன நா வீட்ட பையான் இல்லாத பாமிலி லாம் வீடோடா மப்பிளை இருந்த பாமிலி ஆக் நமக்கு அடுது பாதுகுவங்கனு நினைகுறாங்க அவ்லோதான்,0,0,0
 டே நீங்களுமா பார்ட் 1 2 நூ பாய்ட் இருபிங்க போல,0,0,0
 டேஇவள எதவது ஒரு நல்ல டாக்டர் கிட்ட கொட்டெட்டு பொங்கட,0,0,0
 டிரான்சிந்தர்மை கோட்நேவர் பீல் எட்,0,0,0
 அசிபா ஆக் ஒரு கோட்டமே சின்னபின்னமா ஆகினங்களே அப்பல்லம் எங்கை டா போசு உங் குல்தூர் இது குல்தூர் இல அவர் அவர் பெர்சோனல் லைப்ஏறு எறுகுட இருகனும்நூ அவங்கே தான்சோஸ் பணுவங்கேநாமே எபோ எல்லறும்குல்தூர் ஓடா தான் இருகோமாகொஞ்சம் யோசிங் எல்லறும்டிரஸ் கோடு லே அவ்லோ டிப்பரெண்ட் இருகு,0,4,6
 நா எது வரைகு தாய் பிள் செர்ரிஸ் அதிகமா பது இருக ஆண 1ஸ்ட் டீம் தமிழ் லா பகாரபா மனசுக்கு ரோம்பா சந்தோசமா இருகு ஐஸ் லோவ் திஸ் செர்ரிஸ்  நாமா நட்டா யூ சூப்பர்ட் பனாக ஆப் நா நேரய பேர் அவங்களுக்கு புடுச்ச மேரி அவங்க வழ்க்கய சந்தோசமா வழ்வங்க 💜💜,0,0,0
 அனுபு தானே எல்லமே🙏🙏🙏,0,0,0
 வேறு எண்ணா செய்வார்கள்,0,0,0
 நண்ப நீங்க பன்னுறது ரோம்பா தப்பு நண்ப  உங்க நடிப அவங்க உண்மை நூ நம்பெடங்க பொய் நூ தெரிங்க அவங்க ஆறுகும் ஹெல்ப் பென்னா மட்டங்க நண்பரிலா ஹெல்ப் கேக்குறவங்கள்கு ஹெல்ப் பென்னா யூசிபங்க நபா சோ டன்டா டிரி திஸ்,0,0,0
 உலக நியதிக்கு முரம்பனது  உலகம் அழிஞ்சிடும்,0,0,0
 தல நே எண்ணா பென்றியோ இல்லையோ காஸ்டா படுரவங்களுக்கு நல்லது பென்ற லூவ் யூ போரோ,0,0,0
 அவ்ங்க கா பாமிலி சூப்பர்ட் டம் காசும் இர்ந்த உங்க முஞ்ச கா பாகா ந்திய அவசியம் அவ்நுக்குகு இருந்து இருகது அவாக கா காசும் இல வேளைம் இல உற என தான் பினா சுன்னா எந்த சோசைட்டி எய் உங்கள வேறுத மிம் தான் அவ்ங்க நேளமா உங்களுக்கு புரியம்,0,0,0
 மடமே நேக் எடோ பிரான்சிஸ் லே ஐரிகேர் மேடரி பெசாடிக் நேக் லெஸ்பியன் ஆய் ஐரிகேர் தேல் நேக் அன்புலி செய்ரி எல்லமே செய்மாடிக்  நேக் கன்னடி மின் பொய் நேயேடு ஊனிகள் நீக்கல் டொடேர் மேடரி தேன் இரேகுமா வேர் ஒரு போன்னி தொடுமே போடு,0,0,0
 இந்த வீடியோ பொட்டு டோ ரோம்பா பீலிங் ஆய் இருகு பிராங்க் வீடியோ நா ஒரு டீம் பாஸ் ஆய் தான் எருக்கும் இந்த பிராங்க் வீடியோ ஒரு உண்மை யா சொல்லுது சேமா போரோ இந்த சானல் கூ எண் வல்துக்கல் நம்பா,0,0,0
 சூப்பர் மசா ,0,0,0
 சோ ஸ்வீத் ❣️,0,0,0
 செம்மம்மா அக்டிங் போரோ,0,0,0
 ஸ்மார்ட் சுபாஷ் டே லூசு நா உண்மைய தாட் சொல்ற,0,0,0
 நா கருங்கள் பட்டி ஜூஸ் கடா வீதி,0,0,0
 எல்லம் ஆக் டீ நே எத்தன பொன்னு சூதா நாக்குண எத்தன பொன்னு கூதிய நாக்கு பூட்டா நூ சொல்லுடி வாழ பலம் கெர்ராட் தான😹😹😹😹,0,0,0
 எங்க நண்ப இருக்கு,0,0,0
 சாமி அக் நெங்கா உங்க மேலா இழ தோடல் ஏங்கள் திருநங்கை அக் அமா கூ ஏழம் பரிய சாலோட்,0,0,0
 இந்தெல்லிக்குள் இந்தியன் கோரிக்ஸ் ஆக் குல்தூர் ஸ்கீன்ஸ்  ஹிஸ்டரி ஆக் படிசுட்டு பேசனும் தாம்பி அரகோரைய படிசுட்டு ஒழர குடாது லாப் இலமே அமெரிக்கா லா இருந்து வரால அது காலம் காலமா இருந்துடு தா இருகு உங்களுக்கு அது தெரியாள அவ்லோதா  அல்சோ எட்ஸ் நாட் அகைஞ்ஸ் நத்தூர் கோ அண்ட் சர்ப் எட்,0,0,0
 செறுபாள ஆதி நை மூஞ்சிய பாறு,0,0,0
 பிம்ஸ் உங்க அம்மா அப்பா கிட்ட பொய் சொல்லு எண் கிட்ட எதுகு சொல்றா கோயாக்க,0,0,0
 தும்ஞென் எண் டிரான்சிந்தர் நூ பொற்றிங்க மேல்பேமாலி நூ பொற்றிங்கள இன்றோ லா மதும் வக்கனைய பேசுரிங்க,0,0,0
 இவ விஜய் ரசிக்கைய இருபலோ,0,0,0
 சூப்பர் போரோ 🙏,0,0,0
