category,text
None-of-the-above,Ashiq the way u treat it's so horrible...!
Hope-Speech,Really heart touching bro..
None-of-the-above,Are we life in  stone age life
None-of-the-above,Is great.....tq intha video pottathuku
None-of-the-above,Can't she pronounce ழ differently?😁
None-of-the-above,Such a beautiful movie 🖤
None-of-the-above,ram ram hi where R U plz Ur WhatsApp no
None-of-the-above,I am trying to start a job boutique  I need some employees  only transgender welcome because  my mom wish is to give a opportunity to them my mom is a kind hearted women ...
None-of-the-above,2.38 to 3.01 NAYANTHARA 😘😘😘😘
None-of-the-above,"Hai bro, ithudha na first time pakura prank show. Actually Enaku prank show pakrathu pudikathu because mathavangala emathi sandhoshapadrathu romba thapu. But unga channel vidio pakumbothu unmayave nalla irundhuthu and nalla message solirundhinga. All the very best TMP teams👏💐👏💐. And unga vidio la last ah mathavangaluku help panra vishayam romba touching ah irundhuchi. Inum nalla panunga TMP teams.  I support you💪💪 வாழ்க வளமுடன்."
None-of-the-above,Keerthana Jayavel ; Will u parents accept it
None-of-the-above,I am very crying
None-of-the-above,Whenever i watch dese movies ill always cry my heart out
None-of-the-above,Such a beautiful lady   she almost resembles old Nayantara
None-of-the-above,"Don't worry, it's nothing but love, only LOVE..... It's an awesome feeling"
None-of-the-above,Thirunangai Amma is great I Love you amma
None-of-the-above,I can crying only otherwise what can i can I do
None-of-the-above,Are you preparing for any competitive exam????
None-of-the-above,I cant understand the language .
None-of-the-above,This is even among animals and many other species. What country are you talking abt. Just foolish!
Counter-speech,"Everyone have there feeling please respect. We are polluting nature and speaking homosexual is unnatural. Come out of the box and respect everyone. Great speech from Malini. Anchor need to listen, understand and ask."
None-of-the-above,Hi madan ur speech is very attractive and useful to all... Kindly Speaks about todays affair Child Abuse and too warn the punishment under POCSO Act with recent ordinance...
None-of-the-above,Malini your thoughts and words are beyond the world your so great and i respect u so much.  Because ur a common human right dont consider people who speak non sense
None-of-the-above,Talk about Dutch boy bro.....
Counter-speech,Shimer Roshan fine .. hearing that ... seeing such a person who agrees ...n supports LGBT are real humans ..our generation should encourage being with such people ...great to hear it from u bro....keep rocking..
None-of-the-above,Then don't use Mobile phones transport system etc ...; Because all these are against nature ..; Causing damage to nature ...; 😂😂😂😂😂😂
None-of-the-above,I support ur rights ...but stop with the stupid abbreviations...
None-of-the-above,I know this dialogue reference😆😂
Hope-Speech,I'm a pansexual person.  I always wanna be like me and I like people not their GENDER!!!!!
None-of-the-above,"The great video ever , from malaysian respect u brother ❤️ Realy its heart touching video , always respect tirunangai ❤️🥰"
Homophobic,Homosexuality is against the will of God
None-of-the-above,Pathivukku nandri.. Feeling about this sister...
None-of-the-above,Bro live chatting la accept pannunga
None-of-the-above,People pon namer sent me
None-of-the-above,Malini ask questions why u can give answer because is true every body gives comments is very bad but u think after u get answers I support
None-of-the-above,"I want Katrina number,; Please help me."
Counter-speech,Tn government pls take action
Counter-speech,RishiPedia  ☑  how can u literally abuse someone.u don't have the right to abuse anyone
None-of-the-above,Galatha and southscope same channel
Homophobic,"It's totally wrong,don't compare Western  country r us,judge oru mental paaya."
None-of-the-above,horror films tamil  y ipdi reaction
None-of-the-above,Mohan kumar if i hurt sry i want to knw tat reason
Counter-speech,mr. jaai I'm really happy to see your kindness for giving poor ppl. plz dont show their face .
None-of-the-above,Ak Be The Change  I don't think it's good ..it's my opinion
Hope-Speech,Neenga panna act and avanga sonna msgs ellame supera irundhudhu anna ! Channel vera level vara podhu innum konjam naal laye !🤗🤗we are welcomes you ! ❤❤next step of growing thank you so much.......🤗🤗😁😁🥰🥰🥰
None-of-the-above,Really  akka and Anna your are a great people
Hope-Speech,Hatts off youngster's..
None-of-the-above,She Is So Beautiful ❤❤❤ ....; 11:06 Bonda Ma3 Iruka Ashiq 🤣🤣
None-of-the-above,Any lesbians or gays here👍
Counter-speech,I really appreciate the madam who is caring him like a mother😍...I really felt abt transgender😢....
None-of-the-above,Proud of you macha
Counter-speech,Hats off bruh 👏👏👏
None-of-the-above,Whether you may be a bisexual/gay/lesbian/straight. It's a lifestyle and character. Be truth to ur partner. That is important.
None-of-the-above,At a glance she's looking like Shalini Pandey
None-of-the-above,Who cry when she dance for him...; Yes I'm crying.
None-of-the-above,Please tell about the Nazi bell
Hope-Speech,Nice nanba👌👌 really heart touching 😭😭😭 tmp super pls give respect to them
Hope-Speech,Part 2 waiting
Counter-speech,Ithana naal sirichu sirichu aluthen unga video paathu inikku aana apdi ae maathitinga bhaa❤️ best ever video bhaa😭 ❤️ antha awareness kondu vantinga ponga ✨ all the best team ❣️
Hope-Speech,This only one video my full support 😍
Counter-speech,Anna  really nice; Today  I am your fan
Counter-speech,Very relatable story.; ; I'd also like to point out a few more arguments against forcing gay male children to marry a girl against their wishes and nature. Parents should think that the girl's like is also being ruined. Most Indian families take it for granted that the girl can be subject to this kind of cheating and humiliation.; ; Thanks Mani Shankar for this film.
None-of-the-above,education system pathi video pannuga bro
Counter-speech,Plz all should share and respect ever Transgender equal in our society ❤❤❤❤❤❤❤❤❤
None-of-the-above,Karthik  how are you bro
None-of-the-above,is it necessary to interview these kinds of people???..nonsense..feels disgusting
None-of-the-above,thanks a lot for your comments; do share & subscribe
None-of-the-above,Bro small correction it is not article it is section 377 IPC
None-of-the-above,Caption is true ?!?! ; ; Doesn’t look like transgender. Any typo ?!
None-of-the-above,Brow ...! I love ur act !!!!❤️✨ Such a natural Act ❤️❤️😻🔥💯
None-of-the-above,how to become a professional socccer player plz bro
None-of-the-above,Ishvar Mahendiran... 😊no.. I m not talking about external.. (Not about beauty at all). ; This world wud look at these ppl differently for sure as they see the transgender.!! ; ; Can u change the world of T ransgenders? Same way u cant change the people's perception!!!. Everything has been inside the blood. U cant change!
Counter-speech,Ur last point is right.... don't forced them to get married...it will spoil their life and their partners....
None-of-the-above,I am a sri lanak born I talk tamil tamil Nadu not English country very sad for you all
Hope-Speech,While it may be true that God created Adam and Eve he only created them to populate the Earth and there are 7.7 billion people on this Earth now 😐 I just think we should all be kind to each other and live our lives how we wish as long as we aren't hurting anyone 😊
None-of-the-above,My name ramesh my number WhatsApp
None-of-the-above,"People have their own decision to choose what they want in their life.., only idiots and stupids alone poke their nose into others life.. like wise an educated guys who grown up in a liberty environment talked as positive and others having a thought of ditch.."
None-of-the-above,Wow super story; Best wishes both of u act in this; Short story. We expect more stories from ur side.; From cochin kerala; From
Counter-speech,Brother really super super super super super super super super
Homophobic,That's y no rains...
None-of-the-above,Thanks for making this movie 🙏
Hope-Speech,She is saying samy samy🤗 he is really God 😎🙏🙏🙏🙏🙏
None-of-the-above,Anis Jackson you are guy lover yes or no
None-of-the-above,Video about bharathiyar
None-of-the-above,akka really you are great...
Hope-Speech,She is a good human being 💯💖
Hope-Speech,Rich in humanity
Counter-speech,1st u should understand different types of peoples and their feelings... In this humanity dnt have religion and all... Its a nature... Every human soul blood having the same color... Then why u differential people's feelings...
None-of-the-above,I need full fight please upload
None-of-the-above,"Bro don't search for any relationship. If it means to you, it will come to you at right time. Till that love yourself and create yourself for better person."
None-of-the-above,"Why actors only doneted more money only trending society problem person,,why r they r help baggers u also behindwoods"
None-of-the-above,I don't understand why are you in my recommended
Counter-speech,Well said. Totally it’s chromosomes disorder. Human cannot change by themselves. We should give respect to them. I can see some comments people lack of biological disorders.
Counter-speech,The honest love story.; See Love is beautiful in any form..; I am a Gay ...; I have a love and life...; We both cried watching this film.
None-of-the-above,Good message ; & thank you so much anna
None-of-the-above,Respectable and caring.
None-of-the-above,She is great 🙏
Hope-Speech,Great awareness video which I had ever seen....👍👍👍💫💯 congrats brother keep doing...
None-of-the-above,unga vedhainai ya kekave kastama iruku.... unga confidence romba azhaga iruku.... stay positive... all the best.... my support is there for you always....
None-of-the-above,This Video Shows the Value of Transgenders & also the humanity.. Hats off u GuyZzz😍😍Thanks 4 the Creative Prank Video 😍😍It's Really Shows the Womens Care & Love😍She Dance 4 him😍😍She is a Wonderful Mom & Sisters 4 every people🤗🤗🤗Happy 2 C this
None-of-the-above,Why you people are even  mentioning her as a transgender ....it's so rude...she is a beautiful woman...and more that that..
None-of-the-above,facts that she pointing out made me watch till the end. sorry i have Yoda english
None-of-the-above,Really awesome story...
None-of-the-above,She looks cute and beautiful
None-of-the-above,It's really good..
Counter-speech,According to the Bible the very 1st and only  human beings created on the earth are Adam & Eve.; Ok let them had sex and gave birth to their children.; How the next generation moved further?; Did their Children had sex with each other and gave birth so?; Please stop showing the religious beliefs as an example. I'm not against the religions.; Either accept the nature or don't blame it. This is how we were born in this Earth.; May god help you in understanding the sexuality of human.
Homophobic,Parcel to pakistan and shoot
None-of-the-above,Change the title. Don't mention her gender
None-of-the-above,I love you so much dream girl
None-of-the-above,"1M subs confirm all the best, kondalampatty"
None-of-the-above,Contact me balureddythirupur
Counter-speech,"Best ,shows the real helping tendency ,hats off"
None-of-the-above,Yes it's TRUE buddy
Hope-Speech,Very nice short film. Except at workplace he should have laptop in front of him instead of newspaper. (just joking)
None-of-the-above,Homosex against gods creation punishment is unavoidable
None-of-the-above,Bold and Beautiful 👍👌
None-of-the-above,90 percent: another language ; 10 percent: English
None-of-the-above,gud.. speech..very rare people touching those type of topics
None-of-the-above,Identify what? Should they hide it?
None-of-the-above,Aksh Aksh  thank you
None-of-the-above,She is a girl!!!
None-of-the-above,She looks so beautiful.. ivanga actress ah??
None-of-the-above,Mmm thanks manishanker sir; Its reality innum oru 20 years kulla ellame marum
None-of-the-above,Steffi  hmm sry sister
None-of-the-above,"🍒 Woow best story thank s group ,,, i am From 🇱🇰 Sri Lanka , i like visit My holiday in  INDIA , please contact best friend Tamil & English Understand 📞 0094777774927 💕💕 i like Special place GOA ,,😅"
None-of-the-above,I pray for you to find your perfect partner.... Everyone deserves a partner ❤
Hope-Speech,U speech make me tear... god bless u . Ican understand your feeling. Iwish human will change.
None-of-the-above,After today video....this video popped up in suggestion....BOTH ARE. MASSIVE MYTH BREAKERS AND DEEP EDUCATORS😊
Hope-Speech,"very nice ,i realy enjoy this movie ,now i feel better"
None-of-the-above,Thala my family you fans
None-of-the-above,Pls british army topic
None-of-the-above,She is more beautiful than the soundarya rajinikanth...
None-of-the-above,Being is an wonderfully movie ...... I feel fake lovers in the state ........ I make true gay love also waiting for me......marvalus movie.......
None-of-the-above,Spr sister Nalla peasariga and always we'll supported akka
None-of-the-above,What is latif original name ? Can anyone know him ?
None-of-the-above,your  life  very strong   amma
Homophobic,Bible says omosexual is sin against human resource coz Satan want to stop human population by this filthy law and order so accept Bible then you will find redemption from sin.
None-of-the-above,Correct than judgement
None-of-the-above,This vedio create my .. 😢😢😢
None-of-the-above,Thank u  private account; Me too was searching for Tamil print...
Homophobic,This judgement ll lead to Aids and cultural Decline..
None-of-the-above,"Thank god.. Atleast in this film there is  a positive ending. ; In most of the gay movies,  ending is negative"
Counter-speech,👌Heart touching ❤️ moments. Pakka awareness show👍. I shared max. Really superb. Good effort👏. Keep it up guys🤝.. waiting for part- 2😎🤙
None-of-the-above,"If its not mentioned, all will mock as transgender thinking she is a lady with male voice."
None-of-the-above,TMP army hit the like
Counter-speech,"கவுண்டன் கெத்து so just because I want to sleep with men with in 4 walls by mutual consent .. I become criminal... reason was I born in India not in America..; ; That’s our argument dude.. we are not criminals.. we are lovers too ,, only thing we fall in love with same sex ppl....other than that we are as normal as you..."
None-of-the-above,such a beautiful movie
None-of-the-above,I think u r clear clarity
Homophobic,"1:38; ; The Muslim holy book, the Koran, tells the story of Lot and the destruction of Sodom - and sodomy in Arabic is known as liwat, based on Lot's name. ; ; Koran says men having sex with eachother should be punished. You are shame.."
Hope-Speech,Really i cried😢; Sema concept nanba...; Keep rock💓😊😊
Counter-speech,Acting vera level
Counter-speech,"DRAGON BALL FAN u sure? Coz I've met many gay guys in real life and very bare minimum of them have sex. In fact, I've never met a gay guy with AIDS. It's because of lack of awareness! There are people who doesn't know that HIV spreads through gay sex. Not all gay men are intellectuals same way not all straight ppl are dumbos."
None-of-the-above,Mani Shankar Iyer  thank you for uploading such an inspiring movie. I’ll be sharing it with so many other people. I’ve been out for 10 years in January and I want others to have the experience of acquiring love too. 😍💙🏳️‍🌈
None-of-the-above,my age 18
None-of-the-above,Very well Done.. To the crew😍
None-of-the-above,exactly omg im not even gay but those answers they gave are so hurtful ):
Hope-Speech,Bro super broo! Hats off
Homophobic,I think ..it's mental illness. Go and consult doctor.
None-of-the-above,She beautifully crafted her self..
None-of-the-above,Getting Tears on my eyes
Hope-Speech,Hats off 🤝.... Semma semma finally tears on my eyes 😭😭...... Transgenders like a mother good caring person ❤️❤️
None-of-the-above,Niceee very good and bold
Hope-Speech,Iam ur new suscriber this videos awsome
None-of-the-above,zack hood its a allrounder and my lovely bi guy also
None-of-the-above,This chick is hot
None-of-the-above,She is so beautiful who accept this? Give like 😊
None-of-the-above,We have choice 🥰
None-of-the-above,"You are so pretty, you really look like a girl"
Counter-speech,Babu G ; L for lesbian ; G for gay ; B for bisexual ; T for transgender
None-of-the-above,What ever best clear explanation 👍
Hope-Speech,Barathraj R Kannan no worries... u ll be happy soon..
None-of-the-above,Very very feeling in the PRANK
Hope-Speech,Vera level act mass performance 😂😁
None-of-the-above,No one is true..... Fake negative minds roaming around
None-of-the-above,humans have sense to think right? we are modern animals. LIFE CREATES LIFE people dint know about the consequences about this
Homophobic,Pray to with all your heart to God...He will show you the way
None-of-the-above,"The crew has done the greatest work in tamil industry, Hat's Off to the crew members, well done, Thanks for uploading this movie"
None-of-the-above,Malini mam super speech I am a stright but I support homosexual community ... all ltbt community pepole don't feel about them we live our life for as only don't brought them ......
None-of-the-above,What a painful story Pa
None-of-the-above,weird தமிழன்  i am a doctor so I know the biological reason behind that.
Hope-Speech,I like lesbian.....I think women and men sex sa vita....... lesbian and gay good to sex life
None-of-the-above,This is really a gutsyyy one bro..Go on..In my opinion an individual has every right to live his life in his/her own way.. Without affecting any other..
None-of-the-above,Hats off to your clear thoughts bro!!
None-of-the-above,Hats off malini👏🏼👏🏼
Counter-speech,For a moment I laughed on people who really don't know what is happening in the reality. Simply giving comments without humanity. Love is love always. Love has no gender. I think people should be mature enough.
None-of-the-above,Comment section full of positivity... it gives me proud feeling💪
None-of-the-above,My friend this question ask me so I ask you
None-of-the-above,vikki hot Hi u from please send Ur WhatsApp number.
None-of-the-above,New concept..new try...nee pannu thala..expecting more🔥🔥🔥🔥👌👌👌
None-of-the-above,You look very beautiful ..... 😍😍😍
None-of-the-above,"madam malini....tell me which religion history allow lgbt??? dont think when u overconfident , it all right...look at ur attitude..look at the way you talk....that why lgbt seeing as too much...."
Counter-speech,Latif's acting is commendable.... Emotions are emotions...
None-of-the-above,Only after mentioning her Gender ly could find... She z not at all looks like transgender...
None-of-the-above,Will Com ussu illa bro homosexuals and heterosexuals
None-of-the-above,Bloody marry is fake i have do it bro bloody marry is not coming bro😜
None-of-the-above,"Dei Grey t-shirt naayi, you're really not that cute, I don't think members of the LGBT community will hit on you, only loser strays will. So shut the fuck up and deal with it"
Homophobic,Every one should raise they tone. What can only one do !!!
None-of-the-above,Can you suggest me what could have been better with Harish character
None-of-the-above,I am not against LGBT 🏳️‍🌈. But hate this muttakosh mandaiyan
None-of-the-above,We are waiting bro
Counter-speech,Thirunangai ellamea legend bro respect all trancegenders bro proud to francegenders in india love all transgender sisters
None-of-the-above,weird தமிழன்  omg... I missed this comment. Can u teach me how to spell it.. if something is wrong I don't mind in poke my nose into it.. And moreover please refer some good doctor and cure Ur problem..
Counter-speech,"Being in love is an amazing experience in the worldly life. Connection between 2 individuals blossoms when both express the feeling to each other is a rare phenomena beyond caste, religion, creed, status, skin colour, appearance and gender. Such love connection must be blessed and join them celebrating the union. Such couples can do wonders and noble deeds for mankind. Divine intervention is imminent and has its mission for global harmony."
None-of-the-above,Semma Bro . Grate fully thank You...
Hope-Speech,"I think it's scripted episode, but good"
None-of-the-above,"This move very fantastic 🥰 🤝iam really happy , when were I see this  iam crying😭"
None-of-the-above,This movie is my life
Hope-Speech,We support you Sister! You are an inspiration for others
None-of-the-above,"This Movie is too good,but in realistic do mojority gays behave this ways,many just going for multiple sex partners,its just sad,This relationship is very Normal but many attitudes towards this life is alarming,Well done production,it made me cry after long time of watching a movie.Best wishes to the TEAM.Am a Producer too."
None-of-the-above,Every society has its own evils in different forms . United States has the highest Rape percentage. Nirbaya like cases are very very common in United States . But ironically neither media nor the people themselves don't care about that. Why?? Because they knew that the rapes will common when you live in this kind of cultured society . Saudi Arabia has the least rape percentage among all nations and always commented about its culture is not good especially bad for women . But what the Girls expecting is I need to be like in United States but I need maximum safety like in Saudi Arabia . How could be it is possible??
Hope-Speech,Great na super👌All the best na
None-of-the-above,If you know about homosexually fully talk about that please let stop this topic...😣😏
Counter-speech,lol....this reply section is sick; one thing : let it be gay or strgt ....all have luf and emotions ; no lgbtq is wandering just to hav sex..... all we need is love not lust!!!!!
None-of-the-above,Plz make video about how to learn english easy for tamil medium guys.plz
Counter-speech,I think psychological reason is correct because many people suddenly realise it at any point of life.
None-of-the-above,Is that spects guy  is gay?
None-of-the-above,"After all, they are fellow human beings!"
Counter-speech,Babu A  like you don't sin at all. The only sin in this world is not being able to accept and live with differences.
None-of-the-above,Hats off to you mam your are the one well educated  well said and we'll done
None-of-the-above,Don't mindwash youngsters....
None-of-the-above,Hands of to you bro super bro
Hope-Speech,They have a good heart
None-of-the-above,Finally I found the movie
None-of-the-above,Bro plz make a video about share marketing
None-of-the-above,Really great 👍
Homophobic,Guys don't fall on her talk....  this is  kali yuga so everything will change... There is a nature law so don't go opposite to it.... Then nature will destroy everything... so don't go for homosexual...
None-of-the-above,smart person  hi
None-of-the-above,bro 3lakh subcribers
None-of-the-above,Natesh R hi.u.namber
None-of-the-above,"She is bold, but not correct. If she love someone (girl) why can't she have a close friendship with her. As long as she can."
None-of-the-above,Really heart Melting ❤️ Good work bro ❤️ Good hearted people hit like
Counter-speech,"I got tears after seeing this ,really heart touching I came to know what struggles they are facing during this period"
Hope-Speech,God bless you everyone
None-of-the-above,Malni the great salute
None-of-the-above,Touching video 🥺
Hope-Speech,Bro clean shave nalla iruku
None-of-the-above,i appreciate your patience in writing this  beautiful post..but i m sure some clay pot heads will not understand this as usual
Hope-Speech,i waiting for love and fun jaimani anna  and praba anna all  best and your teamates
None-of-the-above,Your action was good. That Akka revealed her motherliness . Best wishes for your attempt
None-of-the-above,You are really great 😭😭😭
Counter-speech,Vishnu Raj transgender is different homosexual is different. Transgender is a gender . homosexual is a sexual orientation.
Counter-speech,"Every one has all rights to decide their own life with their own interests .... without hurting or spoiling any one else.; As speaker said...we need to face lot more issues of this country, world...than making this as an issue.; Ultimately we shld think with empathy of them and humanity..."
None-of-the-above,Hatsoff akka congradulation unmaile 😊👩‍⚖️👩‍⚖️
None-of-the-above,Dont Miss u c YouTube channel .too much behaviour
None-of-the-above,She's so beautiful. Very graceful.
None-of-the-above,"Good, appreciate u for saying in public"
None-of-the-above,Likes 1.3 k but commands 1.4k
None-of-the-above,Great movie......climax super......... plz do for full movies....like this...3 hours movie... ; congrats to teams
None-of-the-above,George Shankar  thank you for your support
None-of-the-above,sowmya narayan  mutual... I think it is cucumber what you think as pickle..☺☺
None-of-the-above,Acting vera level
None-of-the-above,"Straight people calm down, gay people don't care or like you"
None-of-the-above,Bro Tell About Magic#
None-of-the-above,Wow so swt 🍫🍫 speechless 😘😘
None-of-the-above,Hai Bro if it don't mind can you send me a mail I'd PlZ
None-of-the-above,She is very much Interested to have family 😟
Counter-speech,Really super Akka🤲🤲🤲god bless you
None-of-the-above,Elder God  you should only fuck off.
None-of-the-above,A real human being 🙏🙏🙏🙏
None-of-the-above,Im crying about see this movie  😭
None-of-the-above,Bro...how to contact ur foundation...pls reply bro..
Counter-speech,"Heart doesn't not have eyes to see who's the opposite person to fall for it' falls  wether it's a male or female hearts falls for souls not After deciding which gender, which race  or which organ would be perfect to fall  for 💕💕💕🌈💕💕💕             ❤️ is ❤️"
Hope-Speech,"Thank you so much for all the actors and I would like to say to everyone that IM GAY and I really loved it. And this is what even now after 3 years, it still happens and many lgbtq are leaving their homes and roaming in streets. And many are under corrective rape, and some are being killed and physically abused and many are still thinking thst being lgbtq is a disease or illness. Even my parents say it to me daily even though they know thsg I'm gay. I wish they will change."
None-of-the-above,Just because it's made legal doesn't mean that it's right
Counter-speech,Our ancestors n gods where completely cool with it.
None-of-the-above,You r a homosexual or not??
Hope-Speech,I love it thirunagai videos 😂😂❤❤❤❤❤❤❤❤
Counter-speech,Super we'll try concept bro at least we give respect to them it will be the great help for them
None-of-the-above,Nega tha Seyirantha deivam 😍😍
None-of-the-above,Checkout our video sathiyama na sollurendi female cover  like share and subscribe your reviews are welcomed ❤️
None-of-the-above,She is so cute
None-of-the-above,ioio N  ur from
None-of-the-above,Congratulations brothers 👏👍
None-of-the-above,I cried bro
None-of-the-above,moorthi moorthi ; I can understand your feelings moorthi.. may God bless you.. :*
Counter-speech,Acctually Homosexuality is not a wrong......
None-of-the-above,Lovely great brother
None-of-the-above,I've never been more disappointed in the men of Tamil Nadu than in this video.
None-of-the-above,We should respect them
None-of-the-above,Anna sikram waiting for part 2
None-of-the-above,vasim asaraf No I dont want to knw abt saudi women. Im just asking is it not written in Holy Quran? That is my question. And Muslims consider Quran as word of God. Isn't it? just answer
None-of-the-above,"Script, Acting level, Love in those words, background music. I just smiled, I watched many movies. But I never felt this much. It's really a great movie. I just want to say one thing to team or director or scirpt writer, just make more movies in LGBTQ community.; ; I usually share a screenshots of movies best or touching dialogues. But from this movie I just share the screenshot of title. Bcoz everyone wants ask about this movie and want to see this movie. I don't want to spoil others feel which I got when I watched this movie just by screenshot."
None-of-the-above,There are more than 2 genders too lol
None-of-the-above,Srilekha Sindhu padika theriyatha? Atha already antha comment la ketala question. Answer that 1st
None-of-the-above,"This is not prank , it's scripted ,,,"
None-of-the-above,If your in interested please read quran
Hope-Speech,Part 2 waiting
None-of-the-above,Bro make me cry
Hope-Speech,There's no problem in being a LGBT
Hope-Speech,It's ok bro
Counter-speech,God bless you and your team.........
Counter-speech,"no matter u r gay or straight, LOVE is LOVE"
None-of-the-above,10:38-10:50 fact fact uh ...such a daring speech ...hats of u
Counter-speech,Me too faced such one dangerous situation at coimbatore  but I have safely came put;  Done with many boys mostly 98% are good. Some are like that
None-of-the-above,It's... human nature... 👏👏... well said mam...
None-of-the-above,2:22 I do not know what that is 🤣🤣
Hope-Speech,God bless you .We will pray for you .very nice heart full speech touched about transgender. This is society will surely support for Everyone like u madam.
None-of-the-above,Hey eppo da wonder woman awards poduviga
None-of-the-above,madan gowri u are so foolish Christianity never says homosexuality is a sin and that is not article 377 its section 377
Homophobic,"in the above video, mostly she is  telling about child abuse! But you know one thing, homosexuals will tempt the children and homosexuals will try to change them also"
None-of-the-above,Wrong concept .. dont play with someone feeling.
Hope-Speech,You are doing well anna❤️❤️🙏👍
None-of-the-above,தீரன் kongu தமிழன் really? Any idea what happened to arjunan during panda vanavasam? Any idea how Lord aiyapan history?
Counter-speech,After this vedio respect come for transgender...salute
Counter-speech,Sheik Dawood Ur personal thoughts shall not offend others. That's what is called reasonable restrictions of freedom of speech. Hate speech against the LGBT community is a non-bailable offense as per the supreme court judgement.
Hope-Speech,Great...well ..respect and care them..they r fantastic creations of GOD 🙏👍
None-of-the-above,1000000000 hearts to the woman ☺❤
Counter-speech,"+Sam Rajesh even though they are a good person god will still not accept them? Lol god is too selfish. Don't make your own assumtion, god loves everyone as long they do good. Also, doesn't mean I support then I'm a gay."
None-of-the-above,Really good question 😏but these people need some likes & comments😏
None-of-the-above,She is rockstar 😎😎😎
None-of-the-above,"K u r saying this woman is being abused because of her sexuality. What about Dr. Shalini the psychiatrist? Even she gets comments saying is she a man or woman. Why this question? Just because they have short hairs. She is wearing decent dress bt still men use such against her. Simple bro , this society want woman to be traditonally beautiful bt cant see them sexy in modern dress tatz it."
None-of-the-above,Very Frank speech hatsoff sis
Hope-Speech,Hey u guys I like whether ur scripted or true . compared to other prank channel...ur doing dft concepts n pranks
None-of-the-above,; Singappenne 1 year old version
None-of-the-above,Really beautiful when u said transgender title can identify her and voice.
None-of-the-above,harrish u do  not know Jesus s love man may cheat god will not cheat by my previous coment what I am going to get . r u goin to give me 1cr
None-of-the-above,"I love to work in any of your upcoming project,,"
Counter-speech,If you have an LGBT friends in this 21 St century really Ur are so blessed.... They will never expect anything from you except love ... Proud to be a GAY
None-of-the-above,thanks from bottom of our heart
Hope-Speech,really very good video 👏👏
None-of-the-above,"Govind svi. Cool, they will definitely understand you...."
None-of-the-above,Speak about power rangers
None-of-the-above,Bro may I know your name please?
Hope-Speech,Give equilism to all human being. 🙂
None-of-the-above,; Horror series video check this; And subscribe
None-of-the-above,hey super yaar .... lgbt ( clearly and decently explained ) ...i like tis sf !!!😍😍
None-of-the-above,"she is so beautiful by heart too , I've never saw an actress so GROUNDED . Especially when she does make up for VJ Ashiq."
None-of-the-above,Really very very good heart person akka...❤💓❣️
None-of-the-above,it is very imp that u r not taking advantage over social network.... u r leaving urself  into trouble
Counter-speech,"For those who speak about culture., pre marital sex, illegal affairs after marriage, rape and a long lost will continue which is not Indian culture . Being gay/ lesbian/ transgender Is hormone imbalance, even before they are born. It’s not they choose to become. Even your son or daughter can be.. Like if you agree, and I don’t care for dislikes or hate replies."
None-of-the-above,"Fr those who've had previous experiences of abuse I'm sorry u guys had to go through that! I hope u get past ur bad experiences! Always Remember there's so much good in this world, we didn't c yet!"
Hope-Speech,I am for next part bro...
None-of-the-above,My first comment in YouTube; ; Great movie...............thanks a lot; ;  latif role awesome...; ; nice playback and dialog .... :)
Counter-speech,Omggggg how could someone show this much true love to a stranger she s true goddess
None-of-the-above,this is not a  worng .its perfect
None-of-the-above,U reach millons faster 👍👍👍
None-of-the-above,ayoooo.....plz stop overacting madam nalini.....ur attitude omg.....talk with humble....
None-of-the-above,"Just want to flashback of history,  culture and religion create by human.It is means human born first then only culture does exist. So they asking for their rights only,  so live them peacefully because they also human."
None-of-the-above,society ll change...
None-of-the-above,Call or text me...
Hope-Speech,I'm crying for video
None-of-the-above,Who's ur pair mathan gowari #lol; U be single in thumbnail
None-of-the-above,Who are you guys to decide others' life?
None-of-the-above,Am i only one who see her not as a transgender?????
Homophobic,As per biblical scriptures says ; GENESIS 19-full chapter GOD AGAINST THIS HOMESEXUL ; SO PLEASE BROTHER AND SISTER ACCORDING TO HOLY BIBLE SAYS ITS AGAINST TO GOD; PLEASE AOVID THIS THIS IS NOT GOOD ITS ALL SATANIC WORKS
None-of-the-above,Subashree Murali thanks macha
Homophobic,In India hemosex marriage and lesbian marriage God will punish wat is going to happen to india
None-of-the-above,Thank you :)
Hope-Speech,Please appload more than video about all sexuality mam this video is more useful mam thank you
None-of-the-above,I really salute to both...
None-of-the-above,Go S  I can understand ur situation bro...no worries...Try to be happy
None-of-the-above,Sorry  bro
Counter-speech,"Very moving talk by Sennila, what transgenders go through can never be fully understood by rest of us. While most of us believe that one lands in heaven or hell after our death...transgenders go through hell even while being alive here on earth but it is due to the misconception among most of their fellow beings. Transgenders need our understanding and empathy and as their fellow beings we should extend our moral and physical support for their well being. They are just like any disadvantaged person among our society only if we extend our help and support we can justify the lack of disadvantage the rest of us are blessed with in our lives !"
None-of-the-above,Bro kidney stone remove pantratho pathi sollunga
Hope-Speech,Best one.... No words to say..... Blessed to have transgenders in our world......special Respect for them will always be there ❤❤❤❤🙏🙏🙏
None-of-the-above,"sowmya narayan  pls try to understand nature rather than stupid culture.. I'm asking you a question.. if you re a girl..,are you ready to marry a gayboy..? or if you 're a boy. ., are you ready to marry a lesbian women..? Pls understand  them. . Let them live who they are.. put your nonsense criticism into dustbins.."
Hope-Speech,Felt so happy Anna's and team .. best one I have ever seen in Ur prank gud 🙏
None-of-the-above,Awsome film ❤
